Test,tenure,Monthly Charges,Total Charges Residues,Total Charges
NoGAN,16,18.97078828,-1142.638609,220.5382026
NoGAN,17,19.50077349,-1106.391363,341.9839998
NoGAN,17,19.47236439,-1105.581276,342.7940859
NoGAN,11,71.97866769,-10.8654572,926.3186008
NoGAN,11,72.73183685,-11.6127769,925.5712811
NoGAN,4,49.27462904,-125.1229323,215.6712706
NoGAN,23,104.4646879,496.5891221,2456.155789
NoGAN,24,104.6760659,494.7859591,2539.551177
NoGAN,30,40.45301345,-1527.478178,1028.478344
NoGAN,31,35.21431019,-1464.049288,1177.105784
NoGAN,30,38.83616242,-1543.850472,1012.10605
NoGAN,4,72.29076953,-15.313077,325.4811259
NoGAN,26,74.0853391,-265.2157487,1949.94657
NoGAN,27,74.23740417,-259.1578934,2041.202976
NoGAN,59,100.1655363,1014.834367,6041.54886
NoGAN,7,88.63771274,32.77172152,629.1615766
NoGAN,7,88.7485025,35.9064467,632.2963018
NoGAN,5,24.69374132,-337.5570892,88.43566443
NoGAN,5,28.47383679,-343.1355801,82.85717349
NoGAN,5,24.68340264,-323.0258012,102.9669524
NoGAN,5,25.6544146,-333.1926062,92.80014743
NoGAN,56,104.5895691,952.7723898,5723.89123
NoGAN,15,31.06069391,-902.1297887,375.8484721
NoGAN,11,90.05284253,107.6881706,1044.872229
NoGAN,38,80.60013743,-124.9913299,3112.553598
NoGAN,54,94.72949831,359.9951108,4960.71685
NoGAN,2,90.90352029,-2.391253338,168.0058481
NoGAN,4,79.07567705,-41.25959928,299.5346036
NoGAN,9,65.64133027,-104.4111366,662.37582
NoGAN,9,62.13704031,-103.2783513,663.5086053
NoGAN,9,63.689406,-107.7570435,659.029913
NoGAN,34,83.1861971,57.67656861,2954.427293
NoGAN,34,83.29576345,53.48646127,2950.237186
NoGAN,34,84.15436401,57.45383392,2954.204559
NoGAN,10,95.87950077,49.57880928,901.5643165
NoGAN,35,85.21584309,-64.77346691,2917.175808
NoGAN,37,85.15062823,-64.64660341,3087.699773
NoGAN,8,24.93057008,-465.2515745,216.3368313
NoGAN,64,105.6170267,1364.434663,6817.141909
NoGAN,1,43.78202706,-45.62443824,39.57411248
NoGAN,36,101.9266468,668.8396429,3735.987469
NoGAN,36,103.6609458,655.7235762,3722.871402
NoGAN,7,80.08298815,-10.47276669,585.9170884
NoGAN,13,35.99858826,-633.6798208,473.9013386
NoGAN,13,38.88340827,-648.3102915,459.2708679
NoGAN,3,79.4339178,-11.33520894,244.2604432
NoGAN,3,101.2900118,76.88138047,332.4770326
NoGAN,3,101.1230797,79.76137298,335.3570252
NoGAN,16,72.52040801,-80.49509198,1282.68172
NoGAN,17,72.66871809,-78.12561666,1370.249746
NoGAN,16,73.76221939,-79.01530929,1284.161502
NoGAN,54,25.79650412,-2886.210102,1714.511637
NoGAN,55,25.18359448,-4008.405761,677.5145287
NoGAN,57,28.76993875,-2456.96871,2399.348681
NoGAN,15,79.84613789,-168.5105098,1109.467751
NoGAN,20,81.01922737,62.8301354,1766.80115
NoGAN,45,101.6318397,697.7705209,4531.705303
NoGAN,45,100.8050616,735.38248,4569.317263
NoGAN,43,101.1264213,730.0484608,4393.586142
NoGAN,5,77.68887903,-49.14640728,376.8463463
NoGAN,5,78.54981342,-49.38621528,376.6065383
NoGAN,5,78.81508188,-48.32363546,377.6691182
NoGAN,44,85.1394757,50.23759112,3798.973823
NoGAN,44,85.14639137,47.75642405,3796.492656
NoGAN,52,105.2275434,1202.006691,5632.331329
NoGAN,14,100.0178276,177.9411727,1370.720883
NoGAN,4,41.18159435,-169.9341123,170.8600906
NoGAN,1,63.77192062,-24.81562168,60.38292905
NoGAN,1,66.04569362,-24.47089843,60.72765229
NoGAN,29,74.78132821,-311.5329572,2159.225014
NoGAN,15,77.20781852,-128.4833227,1149.494938
NoGAN,13,84.2823618,-12.65174346,1094.929416
NoGAN,21,85.20383589,31.67393303,1820.843498
NoGAN,21,85.13554599,33.09241717,1822.261982
NoGAN,20,85.04468976,33.59692866,1737.567943
NoGAN,13,74.41642554,-166.3911305,941.190029
NoGAN,12,83.17570618,7.054180983,1029.43679
NoGAN,23,75.20057797,-289.5012693,1670.065397
NoGAN,13,34.68061787,-762.9079372,344.6732222
NoGAN,13,33.24696611,-760.3574866,347.2236729
NoGAN,4,100.5890228,80.17388228,420.9680852
NoGAN,4,99.96058003,79.29908104,420.0932839
NoGAN,4,100.4427416,76.89677353,417.6909764
NoGAN,4,99.95412222,79.5079443,420.3021472
NoGAN,23,76.32474547,-323.6349062,1635.93176
NoGAN,24,76.91029465,-325.8703003,1718.894917
NoGAN,23,77.14595652,-341.7406843,1617.825982
NoGAN,29,98.07027874,480.1103957,2950.868367
NoGAN,10,81.46509087,-33.9259414,818.0595658
NoGAN,4,68.11184004,-77.26240739,263.5317955
NoGAN,6,42.94774894,-234.5730712,276.6182331
NoGAN,51,62.03381688,-1262.627257,3082.49883
NoGAN,2,49.86348844,-78.73656242,91.66053903
NoGAN,2,49.69677935,-78.39501207,92.00208938
NoGAN,13,98.77880129,137.7011792,1245.282339
NoGAN,13,98.62550619,129.0434217,1236.624581
NoGAN,47,95.99079679,558.7242543,4563.056138
NoGAN,69,99.27152269,1101.911318,6980.611318
NoGAN,68,99.12743921,1144.166235,6937.667684
NoGAN,69,99.32805927,1100.587681,6979.287681
NoGAN,34,79.58724297,-177.120521,2719.630204
NoGAN,32,79.52696191,-177.6418113,2548.711812
NoGAN,3,69.85090186,-33.52270209,222.0729501
NoGAN,3,69.65481176,-31.92549042,223.6701617
NoGAN,32,107.6227913,721.2310587,3447.584682
NoGAN,9,91.680272,99.53290301,866.3198595
NoGAN,5,51.82347514,-124.1462617,301.8464919
NoGAN,5,51.27419947,-121.4395652,304.5531884
NoGAN,25,105.7839364,447.244548,2577.208316
NoGAN,5,49.89643798,-207.9836131,218.0091405
NoGAN,59,45.60189496,-2033.23193,2993.482562
NoGAN,14,100.4613378,219.9039476,1412.683658
NoGAN,14,100.2150163,224.1763189,1416.956029
NoGAN,14,100.1904973,222.8797342,1415.659444
NoGAN,63,91.03281997,355.0927788,5722.601474
NoGAN,2,33.70233438,-111.7369633,58.66013811
NoGAN,2,30.36800789,-109.0074273,61.38967411
NoGAN,3,53.84685955,-101.7040995,153.8915526
NoGAN,3,52.54844658,-98.18792985,157.4077223
NoGAN,3,53.46967686,-97.82749317,157.768159
NoGAN,9,45.25451609,-321.5584463,445.2285102
NoGAN,50,105.1506065,1042.486342,5302.413878
NoGAN,45,32.12876261,-2375.640124,1458.294659
NoGAN,45,29.81790534,-2138.116864,1695.817919
NoGAN,34,95.9802046,294.8995731,3191.650298
NoGAN,34,96.72472666,275.0298666,3171.780591
NoGAN,9,74.53623956,-64.23913904,702.5478175
NoGAN,22,94.76100984,234.6065086,2108.974625
NoGAN,22,94.99181037,232.9401533,2107.308269
NoGAN,12,81.08355325,-156.8250883,865.5575204
NoGAN,15,59.70327959,-320.9854849,956.992776
NoGAN,2,94.68935341,10.59054733,180.9876488
NoGAN,2,94.60158925,9.50236748,179.8994689
NoGAN,4,65.69263881,-72.8961212,267.8980817
NoGAN,35,95.47116352,494.4502649,3476.39954
NoGAN,36,95.90753747,480.50949,3547.657316
NoGAN,37,95.64997363,479.2585005,3631.604877
NoGAN,2,89.97044959,-8.429320645,161.9677808
NoGAN,2,89.5411216,-8.341516624,162.0555848
NoGAN,9,42.90875335,-369.8042994,396.9826571
NoGAN,9,43.30787185,-348.2148629,418.5720937
NoGAN,12,101.022463,197.4064869,1219.789096
NoGAN,12,100.7816518,201.5847748,1223.967383
NoGAN,1,90.98123621,4.980761178,90.1793119
NoGAN,60,85.83045488,60.92674709,5172.839791
NoGAN,63,85.74500606,62.09209583,5429.600791
NoGAN,3,20.17924119,-199.6973765,55.89827569
NoGAN,3,20.03848154,-198.1605266,57.43512553
NoGAN,62,35.56282505,-3568.208589,1714.101556
NoGAN,60,37.7228548,-2658.33295,2453.580093
NoGAN,5,54.90558281,-114.2183818,311.7743718
NoGAN,4,84.43382189,33.23797273,374.0321756
NoGAN,30,49.46803246,-1157.082325,1398.874197
NoGAN,31,49.46935007,-1171.053448,1470.101624
NoGAN,55,53.93159593,-1371.469665,3314.450625
NoGAN,1,83.45098563,-1.129725165,84.06882556
NoGAN,57,70.32600493,-984.5704953,3871.746896
NoGAN,9,78.97754482,-53.31578974,713.4711668
NoGAN,9,78.86913907,-54.82578458,711.9611719
NoGAN,39,39.06645136,-1888.267007,1434.476471
NoGAN,38,35.91007841,-1731.176139,1506.368788
NoGAN,19,71.74705598,-178.6377691,1440.134695
NoGAN,19,73.1250505,-180.5512151,1438.221249
NoGAN,19,73.87818157,-182.5846332,1436.187831
NoGAN,34,69.97034707,-375.8056872,2520.945037
NoGAN,34,69.56605751,-394.7627478,2501.987977
NoGAN,33,69.56344302,-402.8420881,2408.710086
NoGAN,8,75.50350712,-47.87148101,633.7169248
NoGAN,2,31.1738587,-92.30944123,78.08766022
NoGAN,2,34.30643659,-87.36207016,83.03503129
NoGAN,2,33.53793139,-90.76520398,79.63189747
NoGAN,16,81.81894563,-48.47479313,1314.702018
NoGAN,18,54.00388349,-558.2563279,975.3175851
NoGAN,4,49.63652479,-132.7865411,208.0076618
NoGAN,4,50.16473743,-136.6968173,204.0973856
NoGAN,4,49.84480492,-132.715241,208.0789619
NoGAN,4,77.99385415,-10.55437586,330.239827
NoGAN,4,78.3929771,-36.59146505,304.2027379
NoGAN,4,78.68268566,-36.43900608,304.3551968
NoGAN,4,80.6308398,-33.99733114,306.7968718
NoGAN,4,80.66852962,-33.4521404,307.3420625
NoGAN,4,80.3485039,-33.45474774,307.3394552
NoGAN,4,80.64294224,-31.87492566,308.9192772
NoGAN,4,80.24572634,-33.55791477,307.2362881
NoGAN,47,94.53523242,632.7061381,4637.038022
NoGAN,50,94.99053682,625.2406807,4885.168217
NoGAN,11,79.48742407,-73.20198449,863.9820735
NoGAN,5,80.55510032,-10.20817469,415.7845789
NoGAN,5,80.40318013,-10.10146937,415.8912843
NoGAN,2,78.30674136,-25.73684192,144.6602595
NoGAN,2,77.91059118,-25.32403715,145.0730643
NoGAN,28,77.5674015,-83.3224406,2302.23698
NoGAN,29,78.58751751,-83.86107882,2386.896892
NoGAN,3,79.94718164,-4.783770758,250.8118814
NoGAN,3,80.08629466,-4.833641571,250.7620106
NoGAN,41,79.96839171,-171.1745401,3321.96604
NoGAN,41,80.16113727,-169.109262,3324.031318
NoGAN,12,84.85102661,38.50078906,1060.883398
NoGAN,12,84.49149467,37.41366549,1059.796274
NoGAN,12,84.71558032,37.07004954,1059.452658
NoGAN,3,80.18048367,-37.60903547,217.9866167
NoGAN,2,85.99838016,-4.709165321,165.6879361
NoGAN,2,85.78676505,-4.177127185,166.2199743
NoGAN,51,57.65809373,-1289.415834,3055.710253
NoGAN,51,56.16988272,-1275.8029,3069.323187
NoGAN,3,41.20686245,-123.9051914,131.6904608
NoGAN,66,104.9462184,1562.811369,7185.915716
NoGAN,66,105.3390849,1649.839111,7272.943459
NoGAN,17,84.83985479,-12.62932781,1435.746035
NoGAN,2,85.71891512,7.721974817,178.1190763
NoGAN,2,85.89109707,7.612043043,178.0091445
NoGAN,30,19.56352729,-1719.863073,836.0934484
NoGAN,30,19.49643011,-1578.094555,977.8619663
NoGAN,9,21.22085938,-575.0529421,191.7340144
NoGAN,6,84.60720296,47.28462016,558.4759245
NoGAN,6,84.3658304,45.74533189,556.9366362
NoGAN,29,106.2684557,458.4033204,2929.161291
NoGAN,65,104.7484363,1349.686273,6887.59207
NoGAN,65,104.0475406,1318.304381,6856.210178
NoGAN,3,30.70284445,-167.7351468,87.86050535
NoGAN,3,75.52612178,16.99352351,272.5891757
NoGAN,3,75.27337196,14.18257359,269.7782258
NoGAN,3,75.17672984,14.12339784,269.71905
NoGAN,10,79.7445093,3.784005346,855.7695126
NoGAN,19,70.87090337,-232.2591482,1386.513316
NoGAN,12,100.033258,113.0645426,1135.447151
NoGAN,66,104.8748182,1286.924044,6910.028392
NoGAN,65,104.4125408,1269.92809,6807.833887
NoGAN,15,66.71880455,-256.7826742,1021.195587
NoGAN,5,89.69569737,52.45794678,478.4507004
NoGAN,9,95.89430975,63.79289699,830.5798535
NoGAN,4,100.6631361,22.19345802,362.9876609
NoGAN,41,106.0908647,822.2680934,4315.408673
NoGAN,49,84.45883901,-143.671877,4031.057109
NoGAN,6,66.68901638,-95.7221049,415.4691994
NoGAN,3,19.53630527,-198.400579,57.19507318
NoGAN,3,19.74022309,-203.6784987,51.91715345
NoGAN,4,96.69708263,42.23504023,383.0292431
NoGAN,4,96.67417546,39.59368078,380.3878837
NoGAN,37,102.3527262,396.3564208,3548.702798
NoGAN,33,104.5482656,631.229879,3442.782053
NoGAN,23,96.40995548,213.8234899,2173.390157
NoGAN,22,97.5022742,212.8547554,2087.222871
NoGAN,22,96.5227015,213.0584455,2087.426561
NoGAN,13,107.3676954,256.4726722,1364.053832
NoGAN,48,84.02300305,61.9018679,4151.432303
NoGAN,2,86.00880383,20.47234925,190.8694507
NoGAN,2,63.85698822,-35.91089055,134.4862109
NoGAN,4,52.92612841,-116.2571999,224.537003
NoGAN,4,51.66196029,-117.541071,223.2531319
NoGAN,4,53.30604503,-116.2542225,224.5399804
NoGAN,19,72.21802807,-191.5944114,1427.178052
NoGAN,2,67.29433751,-51.94985864,118.4472428
NoGAN,2,67.84223822,-51.79962905,118.5974724
NoGAN,71,78.26588666,-550.4752593,5498.621842
NoGAN,68,78.17561679,-545.4663988,5248.035051
NoGAN,68,77.82809365,-546.9809746,5246.520475
NoGAN,69,93.87039825,632.2212695,6510.921269
NoGAN,70,94.22913102,633.8385803,6597.737131
NoGAN,9,19.30062161,-563.2945511,203.4924054
NoGAN,9,19.16275566,-550.9490463,215.8379102
NoGAN,2,88.81896096,8.402469543,178.799571
NoGAN,2,89.45770714,8.705295908,179.1023974
NoGAN,11,104.4747796,197.8442207,1135.028279
NoGAN,11,104.8218459,205.6152557,1142.799314
NoGAN,11,104.4792847,194.2826207,1131.466679
NoGAN,64,74.5402968,-688.0062029,4764.701044
NoGAN,1,99.16923268,14.52556334,99.72411406
NoGAN,1,99.65570524,16.07729136,101.2758421
NoGAN,1,99.37767059,15.27328681,100.4718375
NoGAN,5,88.54250072,27.28737682,453.2801304
NoGAN,38,104.4685888,640.3421043,3877.887032
NoGAN,38,104.2346307,631.5867341,3869.131662
NoGAN,38,104.0458132,630.3215162,3867.866444
NoGAN,8,103.7950306,156.6646806,838.2530864
NoGAN,11,19.47282303,-755.9841377,181.1999203
NoGAN,12,98.59164731,38.15087707,1060.533486
NoGAN,12,98.13248384,38.14754089,1060.53015
NoGAN,15,20.05107575,-949.6206347,328.3576261
NoGAN,15,19.96252375,-952.9150347,325.0632262
NoGAN,15,19.9006045,-934.7587764,343.2194845
NoGAN,15,20.04566973,-960.6943533,317.2839076
NoGAN,15,20.0338784,-972.5139525,305.4643084
NoGAN,15,20.08136053,-937.8271667,340.1510942
NoGAN,15,19.87711572,-954.1779545,323.8003064
NoGAN,29,95.64503818,282.9258356,2753.683807
NoGAN,18,91.15175597,40.9042365,1574.47815
NoGAN,18,91.10391829,44.83136603,1578.405279
NoGAN,21,56.51655642,-626.5126823,1162.656883
NoGAN,20,55.69699593,-650.1162428,1053.854772
NoGAN,21,55.77235012,-638.2644681,1150.905097
NoGAN,21,57.01611818,-658.9206293,1130.248936
NoGAN,71,91.48162712,325.6158163,6374.712918
NoGAN,1,103.9062809,17.06223751,102.2607882
NoGAN,1,103.3132989,19.30041818,104.4989689
NoGAN,20,102.1415598,324.1771004,2028.148115
NoGAN,9,82.10350426,-15.15810269,751.6288538
NoGAN,2,41.23349465,-79.26978461,91.12731684
NoGAN,3,96.72882196,59.66140696,315.2570591
NoGAN,3,76.95682425,2.423790159,258.0194423
NoGAN,2,49.88214725,-64.12244553,106.2746559
NoGAN,25,89.08776888,63.5176985,2193.481467
NoGAN,26,79.46613545,-118.4790562,2096.683263
NoGAN,33,74.65879648,-432.0459946,2379.506179
NoGAN,43,113.7724847,976.3741575,4639.911839
NoGAN,44,115.3191804,990.0662443,4738.802476
NoGAN,29,102.238393,533.516504,3004.274475
NoGAN,29,101.9873185,518.3096885,2989.06766
NoGAN,28,103.5331471,531.1313671,2916.690787
NoGAN,29,102.6861777,523.9298655,2994.687836
NoGAN,28,103.119551,514.5197251,2900.079145
NoGAN,47,115.8468426,1345.837487,5350.169371
NoGAN,47,114.8361667,1356.709652,5361.041536
NoGAN,49,109.5904212,1338.149934,5512.87892
NoGAN,42,74.354338,-351.6067371,3226.732393
NoGAN,3,42.74813928,-132.9653307,122.6303215
NoGAN,5,89.39032222,34.82463256,460.8173862
NoGAN,13,81.30585858,-101.4354881,1006.145671
NoGAN,13,80.85326754,-99.24631268,1008.334847
NoGAN,12,45.38863579,-493.2502371,529.1323716
NoGAN,34,100.4155267,564.7072666,3461.457991
NoGAN,10,95.60181635,79.59112494,931.5766322
NoGAN,13,98.5597162,202.4838831,1310.065043
NoGAN,35,64.01110339,-794.7126999,2187.236575
NoGAN,3,79.26172369,-9.134839254,246.4608129
NoGAN,3,79.5400183,-8.423154919,247.1724973
NoGAN,3,79.43898545,-9.200666009,246.3949862
NoGAN,3,79.24464224,-9.253921053,246.3417311
NoGAN,39,94.76607143,389.164686,3711.908164
NoGAN,1,49.19998982,-37.13925382,48.0592969
NoGAN,7,84.70071255,53.80539086,650.1952459
NoGAN,7,84.53618302,54.40960733,650.7994624
NoGAN,38,105.1795999,792.9837786,4030.528706
NoGAN,13,81.75314948,20.4246718,1128.005831
NoGAN,13,81.83216818,20.14951175,1127.730671
NoGAN,13,82.57623185,21.09594468,1128.677104
NoGAN,43,74.99840609,-461.7437005,3201.793981
NoGAN,33,85.23531145,-85.96233712,2725.589837
NoGAN,13,94.96291323,184.9065609,1292.48772
NoGAN,13,94.47423311,185.4483969,1293.029556
NoGAN,7,75.35833033,-117.9118448,478.4780103
NoGAN,7,75.49200319,-116.1818213,480.2080338
NoGAN,7,75.5071146,-117.0814572,479.3083979
NoGAN,19,94.2922792,77.91189019,1696.684354
NoGAN,21,94.0481623,75.98196483,1865.15153
NoGAN,42,84.51824526,-37.69921207,3540.639918
NoGAN,16,89.47114067,68.17663148,1431.353443
NoGAN,3,80.65364869,-31.19929248,224.3963597
NoGAN,23,89.74008579,121.2045063,2080.771173
NoGAN,2,94.77144244,8.243474038,178.6405755
NoGAN,19,102.4443033,414.8325571,2033.605021
NoGAN,1,76.46516407,-6.665621244,78.53292948
NoGAN,16,55.32451881,-332.4522772,1030.724534
NoGAN,15,75.56215218,-128.6673796,1149.310881
NoGAN,41,30.89671536,-2218.754249,1274.386331
NoGAN,20,96.20169405,328.680061,2032.651076
NoGAN,20,97.51896294,331.7091319,2035.680146
NoGAN,26,70.74756989,-367.3187119,1847.843607
NoGAN,25,70.459424,-346.2109851,1783.752783
NoGAN,7,74.60775167,-75.57747771,520.8123774
NoGAN,2,75.7658573,-18.775316,151.6217855
NoGAN,2,76.21409431,-16.83481092,153.5622905
NoGAN,2,75.82211844,-17.1508715,153.2462299
NoGAN,2,76.21590221,-17.56606571,152.8310357
NoGAN,2,54.78991388,-58.07020179,112.3268997
NoGAN,2,53.92080789,-57.69157602,112.7055254
NoGAN,2,54.01746632,-58.99587171,111.4012297
NoGAN,4,85.78182891,-21.06744051,319.7267624
NoGAN,42,73.58398011,-517.6954413,3060.643689
NoGAN,42,72.27765604,-507.3452589,3070.993872
NoGAN,41,72.70786653,-508.8081628,2984.332417
NoGAN,62,94.19806939,537.2357755,5819.54592
NoGAN,59,93.91131045,548.0633556,5574.777848
NoGAN,58,93.94435816,558.2802547,5499.796197
NoGAN,60,94.01046523,549.0678544,5660.980898
NoGAN,4,71.08072008,-66.59605343,274.1981495
NoGAN,25,74.5789599,-411.8608167,1718.102951
NoGAN,35,85.17033382,48.28431139,3030.233587
NoGAN,33,97.42730565,466.813284,3278.365458
NoGAN,33,96.39997324,455.7801896,3267.332364
NoGAN,32,96.701104,446.5705573,3172.924181
NoGAN,8,80.41758525,-49.16030875,632.4280971
NoGAN,19,81.48316509,-106.5985906,1512.173873
NoGAN,17,82.64937938,-52.30128633,1396.074076
NoGAN,16,87.46666619,11.38275793,1374.55957
NoGAN,5,41.23069149,-214.5742276,211.418526
NoGAN,5,42.55771025,-215.5423896,210.4503641
NoGAN,5,43.75169332,-215.3699589,210.6227947
NoGAN,33,85.89408763,-65.58906588,2745.963108
NoGAN,33,85.57243839,-65.62168044,2745.930493
NoGAN,19,99.41997123,237.1588481,1855.931312
NoGAN,70,64.13996961,-1327.052291,4636.84626
NoGAN,68,60.5379016,-1226.471456,4567.029993
NoGAN,71,62.58899332,-1254.250943,4794.846159
NoGAN,4,81.31242982,-37.36761663,303.4265863
NoGAN,4,82.8116062,-35.86176528,304.9324376
NoGAN,30,93.61112677,196.7416743,2752.698196
NoGAN,30,91.97570024,203.5082079,2759.46473
NoGAN,48,71.28129235,-894.5238745,3195.00656
NoGAN,47,70.85934317,-844.8888518,3159.443032
NoGAN,14,51.091316,-480.951753,711.8279571
NoGAN,14,51.60853146,-466.1038097,726.6759004
NoGAN,3,33.86867197,-159.0204029,96.57524931
NoGAN,25,78.28946059,-168.338182,1961.625586
NoGAN,27,77.8773605,-164.5764307,2135.784439
NoGAN,6,78.21345103,-76.54064237,434.650662
NoGAN,6,78.87553773,-74.14847752,437.0428268
NoGAN,6,77.78296176,-75.80428051,435.3870238
NoGAN,12,81.21103733,-167.7708128,854.6117959
NoGAN,28,70.46343884,-512.6962686,1872.863152
NoGAN,19,77.85138917,-125.8324509,1492.940013
NoGAN,18,78.23082559,-127.8019584,1405.771955
NoGAN,32,94.89502344,292.5803393,3018.933962
NoGAN,4,80.84517638,0.172022984,340.9662259
NoGAN,46,84.37854638,115.4766044,4034.609938
NoGAN,46,84.79292356,119.4412178,4038.574551
NoGAN,31,39.32098737,-1624.279963,1016.875109
NoGAN,15,98.61396948,147.5123851,1425.490646
NoGAN,15,98.98103438,150.7854978,1428.763759
NoGAN,3,37.26368073,-123.6625708,131.9330814
NoGAN,4,77.09316055,-7.45044194,333.343761
NoGAN,4,76.1661119,-6.434561459,334.3596414
NoGAN,3,93.72966812,0.666558075,256.2622102
NoGAN,3,93.811566,2.705574676,258.3012268
NoGAN,9,46.13966568,-336.3343707,430.4525858
NoGAN,48,107.7008375,1078.93165,5168.462085
NoGAN,48,108.8856094,1069.48345,5159.013885
NoGAN,39,104.3724816,799.3139852,4122.057463
NoGAN,30,90.20191667,164.8528405,2720.809362
NoGAN,36,83.51562582,-45.20775977,3021.940066
NoGAN,6,48.29214505,-213.4586486,297.7326558
NoGAN,53,50.14194018,-1829.279238,2686.24395
NoGAN,52,50.44002362,-1817.457945,2612.866692
NoGAN,70,103.038977,1277.065087,7240.963638
NoGAN,70,102.0402482,1241.099818,7204.998369
NoGAN,70,101.8963023,1246.624859,7210.52341
NoGAN,7,95.50113725,65.8611304,662.2509855
NoGAN,7,95.73252838,63.74524718,660.1351023
NoGAN,7,95.8642536,66.11654161,662.5063967
NoGAN,7,95.33531859,63.24234125,659.6321963
NoGAN,9,84.8237392,-32.30178,734.4851765
NoGAN,9,84.52485073,-32.12678852,734.660168
NoGAN,9,84.73454457,-33.17600504,733.6109515
NoGAN,22,75.75368763,-196.4147092,1677.953407
NoGAN,47,90.16558568,388.7486528,4393.080537
NoGAN,27,95.1366743,242.8993676,2543.260237
NoGAN,5,84.9678474,-0.825029843,425.1677238
NoGAN,5,94.12095084,59.04574928,485.0385029
NoGAN,5,94.27803596,61.93356664,487.9263203
NoGAN,5,84.80373378,-10.30268564,415.690068
NoGAN,9,74.66970877,-142.6086289,624.1783276
NoGAN,9,74.67326499,-143.3642122,623.4227443
NoGAN,11,97.70811365,302.659197,1239.843255
NoGAN,11,96.03135421,273.8640101,1211.048068
NoGAN,11,95.9633912,289.807353,1226.991411
